
0_1	4	2	1	0	0	0	-1	1	0	1	-3	-3	-3	-3	3	0	0	0	0	3	2	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	1	0	1	1	0	-1	-1	-1	-1	0	0	1	1	1	33	100	0	33	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0_5	4	0	0	1	0	0	1	2	0	0	-3	-3	-3	-3	4	0	0	0	0	3	2	1	1	0	0	2	1	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	-1	-1	-1	0	0	1	2	1	1	100	100	0	100	0	1	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0_7	4	0	1	0	0	0	2	1	0	1	-3	-3	-3	-3	5	0	0	0	0	4	2	2	1	0	0	3	1	1	0	0	0	0	0	0	0	0	0	4	0	1	0	0	-1	-1	0	0	1	2	1	2	2	100	67	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0_9	4	0	0	0	1	0	1	3	0	1	-3	-3	-3	-3	6	0	0	0	0	4	2	2	1	1	0	4	1	1	0	0	0	0	0	0	0	0	0	4	0	1	0	0	-1	0	0	1	2	1	3	2	2	100	50	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
215_1	5	0	0	0	0	1	3	4	0	1	-3	-3	-3	5	1	6	0	0	4	1	0	0	0	0	0	0	0	1	2	2	1	1	0	4	1	1	0	4	0	1	0	0	0	0	1	2	1	3	4	2	2	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	1
284_2	4	0	0	1	0	0	4	2	0	1	-3	-3	-3	5	2	6	0	0	4	2	0	0	1	0	0	1	0	1	2	2	1	1	0	4	1	1	0	7	0	1	0	0	0	1	2	1	3	4	2	2	2	100	60	0	100	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	86	14	0	0	0
284_4	4	0	0	0	1	0	2	3	0	1	-3	-3	-3	5	3	6	0	0	4	3	0	0	1	1	0	2	0	1	2	2	1	1	0	4	1	1	0	10	0	1	0	0	1	2	1	3	4	2	3	2	2	100	50	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	86	14	0	0	0
284_6	4	0	0	1	0	0	3	2	0	1	-3	-3	-3	5	4	6	0	0	4	3	0	0	2	1	0	3	0	1	2	2	1	1	0	4	1	1	1	10	0	1	0	0	2	1	3	4	2	3	2	2	2	100	57	1	100	0	1	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	1	0	0	1	1	0	0	1	0	0	1	0	0	0	0	0	0	0	86	14	0	0	0
284_8	4	0	0	1	0	0	2	2	0	1	-3	-3	-3	5	5	6	0	0	4	3	0	0	3	1	0	4	0	1	2	2	1	1	0	4	1	1	1	10	0	1	0	0	1	3	4	2	3	2	2	2	1	100	63	0	100	1	1	1	0	0	0	0	0	2	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	1	1	0	0	1	1	1	0	0	1	0	0	0	0	86	14	0	0	0
673_2	3	0	0	1	0	0	2	2	0	1	-3	-3	5	3	1	5	6	0	3	1	0	0	0	0	0	1	0	0	0	0	3	1	0	4	0	1	1	13	0	1	0	0	3	4	2	3	2	2	2	2	2	100	56	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	91	9	0	0	0
673_4	3	0	0	1	0	0	2	2	0	1	-3	-3	5	3	2	5	6	0	3	2	0	0	1	0	0	2	0	0	0	0	3	1	0	4	0	1	1	16	0	1	0	0	4	2	3	2	2	2	2	2	1	100	60	0	100	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	91	9	0	0	0
867_1	2	0	0	0	1	0	2	3	0	1	-3	-3	5	3	3	5	6	0	3	2	0	0	1	1	0	3	0	0	0	0	3	1	0	4	0	1	1	19	0	1	0	0	2	3	2	2	2	2	3	2	2	100	55	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	1	0	1	0	1	1	1	0	1	0	0	0	0	0	0	15	77	8	0	0	0
867_3	2	0	1	0	0	0	3	1	1	1	-3	-3	5	3	4	5	6	0	3	2	0	1	1	1	0	4	0	0	0	0	3	1	0	4	0	1	1	19	0	1	0	0	3	2	2	2	2	3	1	2	2	100	50	1	100	0	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	1	0	0	0	1	0	1	0	0	1	0	1	1	0	0	0	15	77	8	0	0	0
867_5	2	0	0	0	1	0	1	3	0	0	-3	-3	5	3	5	5	6	0	3	2	0	1	1	2	0	5	0	0	0	0	3	1	0	4	0	1	0	19	0	1	0	0	2	2	2	2	3	1	3	2	2	100	54	0	100	1	1	1	1	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	1	1	1	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	15	77	8	0	0	0
867_7	2	0	0	0	1	0	3	3	0	0	-3	-3	5	3	6	5	6	0	3	2	0	1	1	3	0	6	0	0	0	0	3	1	0	4	0	1	0	20	0	1	0	0	2	2	2	3	1	3	3	2	2	100	50	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0	1	1	1	0	1	0	0	0	1	0	0	0	0	15	77	8	0	0	0
1304_1	5	0	0	0	1	0	3	3	0	0	-3	5	3	5	1	6	5	6	2	1	0	0	0	0	0	1	0	0	0	1	1	3	0	6	0	0	0	20	0	1	0	0	2	2	3	1	3	3	3	2	2	100	53	1	100	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	1	1	1	0	0	0	0	0	1	1	1	0	0	0	24	12	59	6	0	0	0
